area,1055240613,1067588044,1115086689
LGd,3.008799999999999,1.627132412672624,
VISp,3.400833333333333,2.2140421574705553,2.1963109354413692
VISl,2.7433628318584073,1.338649957277129,2.54054054054054
VISal,2.2793501048218037,1.657765461645044,1.2134038800705464
VISrl,2.431213872832371,1.1984404409787568,1.8649425287356325
VISpm,3.2395382395382413,2.4612765957446823,2.312056737588652
VISam,2.1472275334608035,1.830521671424865,1.6281690140845055
CA1,0.437354988399072,1.003111629716066,0.844014510278113
DG,0.5687438180019779,0.8027709861450689,0.8942065491183886
ProS,1.2089337175792505,,0.644295302013423
SCig,1.4626593806921648,1.0331050228310492,1.1140350877192986
MRN,3.517064846416383,0.5775521714608011,1.2589928057553956
