session_id,area,epoch,flash_n,n_units,n_events,mag_ratio,angle_deg
1055240613,SCig,active,4,41,184,0.35877111314905585,62.64805581717073
1055240613,SCig,active,5,41,183,0.299555264244304,60.34892768321076
1055240613,SCig,active,6,41,183,0.2533046934231804,76.2839263855363
1055240613,SCig,active,7,41,183,0.2894423407949395,81.86617053904922
1055240613,SCig,active,8,41,183,0.31136051758500055,93.94302788906542
1055240613,MRN,active,1,28,184,1.0,0.0
1055240613,MRN,active,2,28,184,0.33679771696331745,96.57340240577261
1055240613,MRN,active,3,28,184,0.3099155333098369,64.89200283212605
1055240613,MRN,active,4,28,184,0.27966392949860597,61.53654159869689
1055240613,MRN,active,5,28,183,0.2842627408808362,76.78918044323055
1055240613,MRN,active,6,28,183,0.4141635260734717,96.87831983461116
1055240613,MRN,active,7,28,183,0.4648640472251336,108.16156680677177
1055240613,MRN,active,8,28,183,0.5186369170339207,105.73943906348087
1055240613,LGd,passive,1,42,184,1.0,0.0
1055240613,LGd,passive,2,42,184,1.063700774095869,10.937800457759918
1055240613,LGd,passive,3,42,184,1.1056236069960228,13.63746782010486
1055240613,LGd,passive,4,42,184,1.0196011616854028,13.285064614626442
1055240613,LGd,passive,5,42,183,1.089857930030489,14.28217745486173
1055240613,LGd,passive,6,42,183,1.0312032545432874,15.370984541953963
1055240613,LGd,passive,7,42,183,1.003088896754628,13.474253393140605
1055240613,LGd,passive,8,42,183,1.026780541489787,14.149253911431105
1055240613,VISp,passive,1,44,184,1.0,0.0
1055240613,VISp,passive,2,44,184,0.9578522676539221,4.914338782523564
1055240613,VISp,passive,3,44,184,0.9116360093565361,6.589941589430724
1055240613,VISp,passive,4,44,184,0.9410296679561717,6.723728931351505
1055240613,VISp,passive,5,44,183,0.9162876336008299,8.313794584094111
1055240613,VISp,passive,6,44,183,0.8984796979115167,8.274319953928766
1055240613,VISp,passive,7,44,183,0.9134326900939803,9.207053791620718
1055240613,VISp,passive,8,44,183,0.9205839091628635,10.696631623738647
1055240613,VISl,passive,1,40,184,1.0,0.0
1055240613,VISl,passive,2,40,184,0.9534697863502443,3.7874757983150475
1055240613,VISl,passive,3,40,184,0.9176404309891206,5.523633269790716
1055240613,VISl,passive,4,40,184,0.8987185799649404,5.971476752112659
1055240613,VISl,passive,5,40,183,0.8624895479229954,6.875479365269486
1055240613,VISl,passive,6,40,183,0.8837342357297313,7.992721562641902
1055240613,VISl,passive,7,40,183,0.8973423435944784,8.54358503984547
1055240613,VISl,passive,8,40,183,0.8933838666365729,8.760590877294455
1055240613,VISal,passive,1,42,184,1.0,0.0
1055240613,VISal,passive,2,42,184,0.9598394267187954,4.1054685746107
1055240613,VISal,passive,3,42,184,0.9293364929272471,5.5477255566519394
1055240613,VISal,passive,4,42,184,0.9045047622492941,5.780047525899855
1055240613,VISal,passive,5,42,183,0.8960285512786604,6.930397240240481
1055240613,VISal,passive,6,42,183,0.8909830036764214,7.008028231562043
1055240613,VISal,passive,7,42,183,0.8763531435094905,6.787017323125696
1055240613,VISal,passive,8,42,183,0.8813500627080667,7.78996559155206
1055240613,VISrl,passive,1,18,184,1.0,8.537736462515939e-07
1055240613,VISrl,passive,2,18,184,1.0013379841945442,19.10763443218355
1055240613,VISrl,passive,3,18,184,0.9349365511664601,13.208569971998886
1055240613,VISrl,passive,4,18,184,0.8236291125044428,19.089542201370623
1055240613,VISrl,passive,5,18,183,0.8347620500474607,14.265056957251387
1055240613,VISrl,passive,6,18,183,0.8522061009314098,19.601889914699814
1055240613,VISrl,passive,7,18,183,0.8818226142515616,17.640455760629703
1055240613,VISrl,passive,8,18,183,0.8612499341812737,13.37682384397791
1055240613,VISpm,passive,1,39,184,1.0,0.0
1055240613,VISpm,passive,2,39,184,0.9792717546907398,14.22704715292192
1055240613,VISpm,passive,3,39,184,0.9739985491813715,13.388799681183167
1055240613,VISpm,passive,4,39,184,0.9574582485131036,15.548671342533208
1055240613,VISpm,passive,5,39,183,0.9255091236270102,14.554656501188632
1055240613,VISpm,passive,6,39,183,0.9306546924005563,15.027098276705551
1055240613,VISpm,passive,7,39,183,0.9387792877099697,16.74639223049675
1055240613,VISpm,passive,8,39,183,0.9668347735641039,18.898220952984186
1055240613,VISam,passive,1,32,184,1.0,0.0
1055240613,VISam,passive,2,32,184,0.9677137180670079,13.718543477671698
1055240613,VISam,passive,3,32,184,0.881978613110596,14.002817628856347
1055240613,VISam,passive,4,32,184,0.8679826863379558,15.78300273259933
1055240613,VISam,passive,5,32,183,0.8060775061572023,16.6370707206531
1055240613,VISam,passive,6,32,183,0.8693781108318512,17.19653088373964
1055240613,VISam,passive,7,32,183,0.8590292815684683,15.379124998521464
1055240613,VISam,passive,8,32,183,0.8251750457611272,18.866781874032522
1055240613,CA1,passive,1,42,184,1.0,0.0
1055240613,CA1,passive,2,42,184,1.008409349950099,84.783611194
1055240613,CA1,passive,3,42,184,1.113540971357618,97.33362037516169
1055240613,CA1,passive,4,42,184,0.9769661310334985,89.92585346512475
1055240613,CA1,passive,5,42,183,1.0241747774741503,83.41184270004021
1055240613,CA1,passive,6,42,183,1.4173441670083122,76.24984769005765
1055240613,CA1,passive,7,42,183,0.9613889194881698,77.77032881827797
1055240613,CA1,passive,8,42,183,1.2718497686909531,77.96616945070872
1055240613,DG,passive,1,37,184,1.0,0.0
1055240613,DG,passive,2,37,184,0.7525186409655403,53.57902542970891
1055240613,DG,passive,3,37,184,0.8317434255747762,49.09048005764434
1055240613,DG,passive,4,37,184,1.0065737508315047,58.64849503081336
1055240613,DG,passive,5,37,183,0.47093087487689705,66.24989995135864
1055240613,DG,passive,6,37,183,1.018461155908527,74.44771883978451
1055240613,DG,passive,7,37,183,0.7891350717081754,71.21721352156564
1055240613,DG,passive,8,37,183,0.702369753664128,48.74234223595731
1055240613,ProS,passive,1,55,184,1.0,0.0
1055240613,ProS,passive,2,55,184,1.0966336298259631,69.85346585885131
1055240613,ProS,passive,3,55,184,1.2731509879348248,60.18870959826593
1055240613,ProS,passive,4,55,184,1.3123328190205679,82.75294426968178
1055240613,ProS,passive,5,55,183,1.1566806811767116,80.33735302432132
1055240613,ProS,passive,6,55,183,1.3582138063600537,71.63487452387662
1055240613,ProS,passive,7,55,183,1.3422435978385263,62.598389051010976
1055240613,ProS,passive,8,55,183,1.4635874508225715,84.18601689174746
1055240613,SCig,passive,1,41,184,1.0,8.537736462515939e-07
1055240613,SCig,passive,2,41,184,0.9966936470584189,26.261362986873838
1055240613,SCig,passive,3,41,184,1.0240004799136395,25.767000005191196
1055240613,SCig,passive,4,41,184,1.0026034526909848,19.255315746204772
1055240613,SCig,passive,5,41,183,0.9718781372581153,23.725931261880167
1055240613,SCig,passive,6,41,183,1.177649530789998,21.43894878339428
1055240613,SCig,passive,7,41,183,0.965955063399179,24.03574781468967
1055240613,SCig,passive,8,41,183,1.1006066624090476,19.087521956479733
1055240613,MRN,passive,1,28,184,1.0,0.0
1055240613,MRN,passive,2,28,184,1.0026181192194452,8.764608779830292
1055240613,MRN,passive,3,28,184,1.0668388872088144,10.324610156588061
1055240613,MRN,passive,4,28,184,0.9917479191822838,11.158832451710005
1055240613,MRN,passive,5,28,183,0.9392717971315594,10.992791765848635
1055240613,MRN,passive,6,28,183,0.9419438094830512,11.724040545740417
1055240613,MRN,passive,7,28,183,0.8645012805232967,11.447800086130353
1055240613,MRN,passive,8,28,183,0.9214954373168659,8.29069633869439
1067588044,VISp,active,1,98,247,1.0,0.0
1067588044,VISp,active,2,98,247,1.4588260121941294,13.336547561654937
1067588044,VISp,active,3,98,247,1.4998637847659337,13.810581901620473
1067588044,VISp,active,4,98,247,1.4727833743962064,15.021145596453922
1067588044,VISp,active,5,98,245,1.4823148539580304,15.561431398698218
1067588044,VISp,active,6,98,245,1.4831557962441424,16.475345255318143
1067588044,VISp,active,7,98,245,1.4424862273519816,16.452078542383774
1067588044,VISp,active,8,98,245,1.397260799570923,15.166059816074354
1067588044,VISl,active,1,68,247,1.0,8.537736462515939e-07
1067588044,VISl,active,2,68,247,1.252496350063416,28.28621505583995
1067588044,VISl,active,3,68,247,1.2794358237812056,27.828813506350905
1067588044,VISl,active,4,68,247,1.2913252015426981,28.29120732264499
1067588044,VISl,active,5,68,245,1.250182423699242,27.784596039105484
1067588044,VISl,active,6,68,245,1.2760461864701216,25.539577872914563
1067588044,VISl,active,7,68,245,1.280398408686724,26.542483345600207
1067588044,VISl,active,8,68,245,1.2844864556607394,24.657916016652813
1067588044,VISal,active,1,75,247,1.0,0.0
1067588044,VISal,active,2,75,247,1.554639290730504,21.544612897123095
1067588044,VISal,active,3,75,247,1.5467067242671992,19.73714726074391
1067588044,VISal,active,4,75,247,1.586222158441412,19.59032825549978
1067588044,VISal,active,5,75,245,1.538406001177833,19.782055790302405
1067588044,VISal,active,6,75,245,1.5170175718547676,19.713329138431984
1067588044,VISal,active,7,75,245,1.4996394016353742,20.64409283143978
1067588044,VISal,active,8,75,245,1.4739372949237295,20.48923933364319
1067588044,VISrl,active,1,45,247,1.0,0.0
1067588044,VISrl,active,2,45,247,0.8846561156768902,43.0169272504452
1067588044,VISrl,active,3,45,247,0.8354858593986406,47.870713727246496
1067588044,VISrl,active,4,45,247,0.8606114919427948,60.45543606224813
1067588044,VISrl,active,5,45,245,0.8273631571877623,44.94509276144336
1067588044,VISrl,active,6,45,245,0.8459225607012779,60.882173664376815
1067588044,VISrl,active,7,45,245,0.8495281658570918,57.64792767734292
1067588044,VISrl,active,8,45,245,0.8413038210447804,44.66604079033405
1067588044,VISpm,active,1,82,247,1.0,0.0
1067588044,VISpm,active,2,82,247,1.4823934840829485,26.544641443261845
1067588044,VISpm,active,3,82,247,1.595856861515703,30.344151247171506
1067588044,VISpm,active,4,82,247,1.592800315446505,28.599507850721146
1067588044,VISpm,active,5,82,245,1.5845924778608858,30.895581614583506
1067588044,VISpm,active,6,82,245,1.6231358301343495,31.011192646377836
1067588044,VISpm,active,7,82,245,1.597497228306226,30.75655430043183
1067588044,VISpm,active,8,82,245,1.5425126476697668,31.30295714209236
1067588044,VISam,active,1,60,247,1.0,8.537736462515939e-07
1067588044,VISam,active,2,60,247,1.2512225392732816,39.95719599352666
1067588044,VISam,active,3,60,247,1.3673900586722447,41.618716961304685
1067588044,VISam,active,4,60,247,1.2872064928248181,40.08591503387365
1067588044,VISam,active,5,60,245,1.2654197714268436,40.192972718102354
1067588044,VISam,active,6,60,245,1.206900997768755,41.062071665943094
1067588044,VISam,active,7,60,245,1.2526121128433885,38.76180317899303
1067588044,VISam,active,8,60,245,1.181799521162888,36.020384307323916
1067588044,CA1,active,1,90,247,1.0,1.2074182697257333e-06
1067588044,CA1,active,2,90,247,0.42842655172707345,84.22515871899444
1067588044,CA1,active,3,90,247,0.2720714189692259,66.84324982076988
1067588044,CA1,active,4,90,247,0.32635872747526384,79.27611601257021
1067588044,CA1,active,5,90,245,0.3132999185477128,80.22280051850012
1067588044,CA1,active,6,90,245,0.35077288063461126,58.48135553887646
1067588044,CA1,active,7,90,245,0.5015392731214262,52.718775205906304
1067588044,CA1,active,8,90,245,0.426693744008128,56.31381466600354
1067588044,DG,active,1,26,247,1.0,0.0
1067588044,DG,active,2,26,247,0.2540585880656672,98.33676995236199
1067588044,DG,active,3,26,247,0.2604395326223818,88.98551773453235
1067588044,DG,active,4,26,247,0.1739235691607773,69.34234648712872
1067588044,DG,active,5,26,245,0.1588518813827936,61.48160156130078
1067588044,DG,active,6,26,245,0.2233245250562511,50.51940865002047
1067588044,DG,active,7,26,245,0.2101751535578695,48.47576418587676
1067588044,DG,active,8,26,245,0.304247286585191,60.85833200832569
1067588044,SCig,active,1,35,247,1.0,8.537736462515939e-07
1067588044,SCig,active,2,35,247,0.4825430350926079,97.11231255714188
1067588044,SCig,active,3,35,247,0.4487207023506224,111.46207215187471
1067588044,SCig,active,4,35,247,0.23596635880192357,110.8785058264538
1067588044,SCig,active,5,35,245,0.3060493613712777,78.6168469942907
1067588044,SCig,active,6,35,245,0.4146801988086546,62.85755610608582
1067588044,SCig,active,7,35,245,0.44544867212818784,63.63836854779741
1067588044,SCig,active,8,35,245,0.36642382011395785,57.421943131890735
1067588044,MRN,active,1,17,247,1.0,1.2074182697257333e-06
1067588044,MRN,active,2,17,247,0.5794869887743503,106.1790317613088
1067588044,MRN,active,3,17,247,0.265965992592993,103.96302298520861
1067588044,MRN,active,4,17,247,0.2649970150663862,59.95935852265868
1067588044,MRN,active,5,17,245,0.2348945740165268,73.93658440772512
1067588044,MRN,active,6,17,245,0.2755162899534578,89.67684407692306
1067588044,MRN,active,7,17,245,0.32336217370630016,86.0762511450332
1067588044,MRN,active,8,17,245,0.35075010344963226,87.01813012498664
1067588044,VISp,passive,1,98,247,1.0,0.0
1067588044,VISp,passive,2,98,247,0.9494194855752477,4.804680482498801
1067588044,VISp,passive,3,98,247,0.9416363071400885,5.98514319051498
1067588044,VISp,passive,4,98,247,0.9175465680378834,6.981748812074381
1067588044,VISp,passive,5,98,245,0.8728644959104753,8.568027008082451
1067588044,VISp,passive,6,98,245,0.8772938267892445,8.43761085735073
1067588044,VISp,passive,7,98,245,0.8511083707047369,9.64407805238559
1067588044,VISp,passive,8,98,245,0.8507521393717791,9.655429601519776
1067588044,VISl,passive,1,68,247,1.0,8.537736462515939e-07
1067588044,VISl,passive,2,68,247,0.979190627311236,7.132877582962048
1067588044,VISl,passive,3,68,247,0.962417154470745,6.749746660187052
1067588044,VISl,passive,4,68,247,0.9607908852751544,8.33531088111818
1067588044,VISl,passive,5,68,245,0.9299824573753119,8.857888604053906
1067588044,VISl,passive,6,68,245,0.9234824409922266,9.411290874653167
1067588044,VISl,passive,7,68,245,0.9549187607391121,9.95318293988271
1067588044,VISl,passive,8,68,245,0.929566808281408,10.367864955987763
1067588044,VISal,passive,1,75,247,1.0,0.0
1067588044,VISal,passive,2,75,247,0.990505207943513,8.05369297784129
1067588044,VISal,passive,3,75,247,0.9549218948807707,7.090306400223342
1067588044,VISal,passive,4,75,247,0.9198883433783028,8.298321693691525
1067588044,VISal,passive,5,75,245,0.9112034953302459,9.515747435795818
1067588044,VISal,passive,6,75,245,0.9005430848328924,10.23460679208329
1067588044,VISal,passive,7,75,245,0.9177861647175928,9.807826241263777
1067588044,VISal,passive,8,75,245,0.8891148972115541,11.12305521305957
1067588044,VISrl,passive,1,45,247,1.0,0.0
1067588044,VISrl,passive,2,45,247,0.9454871724012683,12.049783964260076
1067588044,VISrl,passive,3,45,247,0.9209233844407818,14.03965832689793
1067588044,VISrl,passive,4,45,247,0.9269837181177902,8.867749766867227
1067588044,VISrl,passive,5,45,245,0.8742437318172448,10.732786430211881
1067588044,VISrl,passive,6,45,245,0.8778385031365927,12.32932433493064
1067588044,VISrl,passive,7,45,245,0.871859902979976,14.913779201600608
1067588044,VISrl,passive,8,45,245,0.9101312829609878,12.638046932962157
1067588044,VISpm,passive,1,82,247,1.0,0.0
1067588044,VISpm,passive,2,82,247,0.9376718823992906,9.546905794422328
1067588044,VISpm,passive,3,82,247,0.9830595205856008,10.637083595110735
1067588044,VISpm,passive,4,82,247,0.9090362377475201,10.579534012554893
1067588044,VISpm,passive,5,82,245,0.8958864464674674,15.214356493912257
1067588044,VISpm,passive,6,82,245,0.899901856968825,14.630398988075486
1067588044,VISpm,passive,7,82,245,0.8837986471680984,14.60642057146007
1067588044,VISpm,passive,8,82,245,0.8675682992735773,13.116338279413977
1067588044,VISam,passive,1,60,247,1.0,8.537736462515939e-07
1067588044,VISam,passive,2,60,247,0.9483881540393128,7.334379537967933
1067588044,VISam,passive,3,60,247,0.9546820963350457,9.634657534703738
1067588044,VISam,passive,4,60,247,0.9170361319221663,10.0991621678504
1067588044,VISam,passive,5,60,245,0.8968408479595488,10.222431964843006
1067588044,VISam,passive,6,60,245,0.8400518285837769,12.003689273563607
1067588044,VISam,passive,7,60,245,0.8771927546739529,13.179960015807628
1067588044,VISam,passive,8,60,245,0.8978577641699594,11.913796018521193
1067588044,CA1,passive,1,90,247,1.0,0.0
1067588044,CA1,passive,2,90,247,0.9656602255627923,67.30197341362337
1067588044,CA1,passive,3,90,247,0.9436308905984061,59.136182707065515
1067588044,CA1,passive,4,90,247,0.7556234922163724,67.63707144980522
1067588044,CA1,passive,5,90,245,0.765936431872564,71.2934905051893
1067588044,CA1,passive,6,90,245,0.6899009932756589,76.23020884735837
1067588044,CA1,passive,7,90,245,0.757278104404579,88.77524027601854
1067588044,CA1,passive,8,90,245,0.7259436652281268,66.73057764761808
1067588044,DG,passive,1,26,247,1.0,0.0
1067588044,DG,passive,2,26,247,0.9307254136571428,80.07315445654864
1067588044,DG,passive,3,26,247,0.6369060639769958,70.81060828708364
1067588044,DG,passive,4,26,247,1.1781257213771876,71.72825506184584
1067588044,DG,passive,5,26,245,1.0779537464388493,75.42457625518655
1067588044,DG,passive,6,26,245,0.6893996436041011,88.61970860738687
1067588044,DG,passive,7,26,245,1.3272182568694884,66.60461312216012
1067588044,DG,passive,8,26,245,0.9777484804184307,64.55492963778171
1067588044,SCig,passive,1,35,247,1.0,0.0
1067588044,SCig,passive,2,35,247,0.9380889660328922,46.55529829796863
1067588044,SCig,passive,3,35,247,0.998506427894396,54.00633215902946
1067588044,SCig,passive,4,35,247,1.020093740130246,58.08291787316949
1067588044,SCig,passive,5,35,245,1.0013266531072724,52.46403475021843
1067588044,SCig,passive,6,35,245,0.8892358107649617,58.740919868954684
1067588044,SCig,passive,7,35,245,0.969027905048426,56.99892616567297
1067588044,SCig,passive,8,35,245,0.6864967983272878,54.010279104383756
1067588044,MRN,passive,1,17,247,1.0,0.0
1067588044,MRN,passive,2,17,247,1.1744279539137592,92.84200386045777
1067588044,MRN,passive,3,17,247,1.0381892683571843,82.49306334793113
1067588044,MRN,passive,4,17,247,1.2340079363133036,61.57306075570177
1067588044,MRN,passive,5,17,245,1.3680050873215672,68.89968773874311
1067588044,MRN,passive,6,17,245,1.4173760097917287,85.4160309864192
1067588044,MRN,passive,7,17,245,1.4325684958441713,61.731287306514055
1067588044,MRN,passive,8,17,245,1.3259175708049526,48.66240659361433
1115086689,VISp,active,1,102,273,1.0,0.0
1115086689,VISp,active,2,102,273,1.2173550628699137,31.1892139618332
1115086689,VISp,active,3,102,273,1.1998276180050877,42.05070573255644
1115086689,VISp,active,4,102,273,1.1986964887967098,45.54096683234066
1115086689,VISp,active,5,102,273,1.1196665932927794,45.37866594100002
1115086689,VISp,active,6,102,272,1.1565278022886474,43.504963475467775
1115086689,VISp,active,7,102,272,1.1341111591706146,41.51176674833573
1115086689,VISp,active,8,102,269,1.1138103494149922,40.108099404971135
1115086689,VISl,active,1,84,273,1.0,0.0
1115086689,VISl,active,2,84,273,1.2340891102851375,24.93344363602283
1115086689,VISl,active,3,84,273,1.0562697012968651,45.749284677195284
1115086689,VISl,active,4,84,273,1.1772125825723416,54.63637418890264
1115086689,VISl,active,5,84,273,1.048622352024004,54.661243620653686
1115086689,VISl,active,6,84,272,1.0348616164701228,54.695393897019954
1115086689,VISl,active,7,84,272,0.9813168635902199,53.663326348659496
1115086689,VISl,active,8,84,269,0.955884619188692,53.657848594823285
1115086689,VISal,active,1,45,273,1.0,0.0
1115086689,VISal,active,2,45,273,1.3488931806867082,18.95410068893354
1115086689,VISal,active,3,45,273,1.2530364590133292,19.364751156215075
1115086689,VISal,active,4,45,273,1.157080196421584,35.613954699225964
1115086689,VISal,active,5,45,273,1.015488358405612,37.867134413506875
1115086689,VISal,active,6,45,272,0.963627031400596,38.077489824529586
1115086689,VISal,active,7,45,272,0.9148777943396837,36.09614197433973
1115086689,VISal,active,8,45,269,0.8536848545141652,32.63763338605173
1115086689,VISrl,active,1,63,273,1.0,0.0
1115086689,VISrl,active,2,63,273,1.2654766345195267,42.19493252422173
1115086689,VISrl,active,3,63,273,1.1119814073203838,38.39108611020706
1115086689,VISrl,active,4,63,273,1.19480080243876,39.93361427341288
1115086689,VISrl,active,5,63,273,1.1278386124404598,43.35202571570764
1115086689,VISrl,active,6,63,272,1.0911051270946857,40.74604352116628
1115086689,VISrl,active,7,63,272,1.125150252671932,40.69651499906898
1115086689,VISrl,active,8,63,269,1.1546084070996046,42.10304652620808
1115086689,VISpm,active,1,72,273,1.0,8.537736462515939e-07
1115086689,VISpm,active,2,72,273,1.511830267792458,46.9541893839209
1115086689,VISpm,active,3,72,273,1.327477625845722,53.86412468294425
1115086689,VISpm,active,4,72,273,1.3708747636875016,61.06652528224837
1115086689,VISpm,active,5,72,273,1.2367531964075877,59.33635818320703
1115086689,VISpm,active,6,72,272,1.223064857453456,59.07419199156778
1115086689,VISpm,active,7,72,272,1.204080541014771,59.67435517612721
1115086689,VISpm,active,8,72,269,1.092222236677944,55.447409450537556
1115086689,VISam,active,1,74,273,1.0,0.0
1115086689,VISam,active,2,74,273,1.296224802060676,46.18176788344628
1115086689,VISam,active,3,74,273,1.0520031615782106,61.27369601391532
1115086689,VISam,active,4,74,273,1.0769021350825088,67.25483320424374
1115086689,VISam,active,5,74,273,0.9178338709452151,67.24779760218472
1115086689,VISam,active,6,74,272,0.9257411149209831,67.43021409634812
1115086689,VISam,active,7,74,272,0.9382335309689914,66.78209312825506
1115086689,VISam,active,8,74,269,0.9710982074417618,68.86019566463622
1115086689,CA1,active,1,140,273,1.0,0.0
1115086689,CA1,active,2,140,273,0.44916474167869724,93.3999618869597
1115086689,CA1,active,3,140,273,0.4267627869560247,91.20115244379231
1115086689,CA1,active,4,140,273,0.40141680456524326,85.55630981129649
1115086689,CA1,active,5,140,273,0.3540981102131227,77.38791270513337
1115086689,CA1,active,6,140,272,0.45536176898554137,77.57943531044799
1115086689,CA1,active,7,140,272,0.5814050257087982,70.48478145276742
1115086689,CA1,active,8,140,269,0.6393118878244509,70.99890985186504
1115086689,DG,active,1,49,273,1.0,0.0
1115086689,DG,active,2,49,273,0.6019125421412151,131.43698153351963
1115086689,DG,active,3,49,273,0.3743410137994346,100.54570816786995
1115086689,DG,active,4,49,273,0.2822226018758744,90.03926793041673
1115086689,DG,active,5,49,273,0.2969171350498966,84.26302649191729
1115086689,DG,active,6,49,272,0.3591855957231762,101.5798142770629
