area,1055240613,1067588044,1115086689
LGd,0.0055873983850081,0.0099822301417589,
VISp,0.0063231764837506,0.0029913413793333,0.0068974258023908
VISl,0.0055098729630117,0.0038044931579326,0.0050035760124003
VISal,0.0074813142446579,0.0040246805354642,0.0046039075357839
VISrl,0.0063441651097188,0.0087360370962414,0.0063100186431141
VISpm,0.0051388962683864,0.0062937653292465,-0.0023471271447811
VISam,0.0032514082577108,0.0071321470692055,0.0085550373324941
CA1,0.0044627520449769,0.0250840368451059,0.0079066895251993
DG,-0.0005962102787216,0.0063036987423681,0.0032612114089864
ProS,0.0215668828057294,,0.0043212028491931
SCig,0.0385897222071568,0.0087218430167662,0.0038092296849936
MRN,0.0478215069493411,-0.0076556474052588,0.0283225878831996
